sample_accession,run_accession,tax_id,scientific_name,instrument_model,library_layout,nominal_length,read_count,fastq_ftp,sra_ftp
SAMN12792520,SRR10187472,3656,Cucumis melo,HiSeq X Ten,PAIRED,,12691880,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/072/SRR10187472/SRR10187472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/072/SRR10187472/SRR10187472_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/072/SRR10187472
SAMEA4852158,ERR2863412,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,408.0,20546770,ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/002/ERR2863412/ERR2863412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/002/ERR2863412/ERR2863412_2.fastq.gz;,
SAMEA4695700,ERR2600641,29856,Clonostachys rosea,HiSeq X Ten,PAIRED,411.0,27783062,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/001/ERR2600641/ERR2600641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/001/ERR2600641/ERR2600641_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR260/001/ERR2600641
SAMEA104483358,ERR2591239,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,532.0,22575204,ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2591239/ERR2591239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2591239/ERR2591239_2.fastq.gz;,
SAMN01090777,ERR3551015,9606,Homo sapiens,Illumina NovaSeq 6000,PAIRED,450.0,24901174,ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3551015/ERR3551015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3551015/ERR3551015_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3551015
SAMN00000461,SRR768312,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,268.0,48788313,ftp.sra.ebi.ac.uk/vol1/fastq/SRR768/SRR768312/SRR768312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR768/SRR768312/SRR768312_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR768/SRR768312
SAMN08567280,SRR6862409,3702,Arabidopsis thaliana,Illumina HiSeq 4000,PAIRED,,10317699,ftp.sra.ebi.ac.uk/vol1/fastq/SRR686/009/SRR6862409/SRR6862409.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR686/009/SRR6862409/SRR6862409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR686/009/SRR6862409/SRR6862409_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR686/009/SRR6862409
SAMN00001694,SRR005196,9606,Homo sapiens,Illumina Genome Analyzer II,PAIRED,260.0,14195078,ftp.sra.ebi.ac.uk/vol1/fastq/SRR005/SRR005196/SRR005196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR005/SRR005196/SRR005196_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR005/SRR005196
SAMN00004477,ERR3963911,9606,Homo sapiens,Illumina NovaSeq 6000,PAIRED,450.0,28416484,ftp.sra.ebi.ac.uk/vol1/fastq/ERR396/001/ERR3963911/ERR3963911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR396/001/ERR3963911/ERR3963911_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR396/001/ERR3963911
SAMEA104280642,ERR2693698,28901,Salmonella enterica,HiSeq X Ten,PAIRED,470.0,10217394,ftp.sra.ebi.ac.uk/vol1/fastq/ERR269/008/ERR2693698/ERR2693698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR269/008/ERR2693698/ERR2693698_2.fastq.gz;,
SAMN10026982,SRR7882465,8081,Poecilia reticulata,Illumina HiSeq 4000,PAIRED,,22079754,ftp.sra.ebi.ac.uk/vol1/fastq/SRR788/005/SRR7882465/SRR7882465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR788/005/SRR7882465/SRR7882465_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR788/005/SRR7882465
SAMEA104354084,ERR3628791,9606,Homo sapiens,Illumina HiSeq 2500,PAIRED,300.0,15908110,ftp.sra.ebi.ac.uk/vol1/fastq/ERR362/001/ERR3628791/ERR3628791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR362/001/ERR3628791/ERR3628791_2.fastq.gz;,
SAMEA4385815,ERR2496769,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,448.0,16931436,ftp.sra.ebi.ac.uk/vol1/fastq/ERR249/009/ERR2496769/ERR2496769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR249/009/ERR2496769/ERR2496769_2.fastq.gz;,
SAMN02692864,SRR1424043,60711,Chlorocebus sabaeus,Illumina HiSeq 2000,PAIRED,315.0,24619818,ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/003/SRR1424043/SRR1424043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/003/SRR1424043/SRR1424043_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR142/003/SRR1424043
SAMEA2452336,ERR539718,114868,Halicephalobus gingivalis,Illumina HiSeq 2500,PAIRED,3000.0,40912994,ftp.sra.ebi.ac.uk/vol1/fastq/ERR539/ERR539718/ERR539718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR539/ERR539718/ERR539718_2.fastq.gz;,
SAMEA103944315,ERR2366511,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,465.0,31215174,ftp.sra.ebi.ac.uk/vol1/fastq/ERR236/001/ERR2366511/ERR2366511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR236/001/ERR2366511/ERR2366511_2.fastq.gz;,
SAMN04096006,SRR2565886,9556,Papio cynocephalus,Illumina HiSeq 2500,PAIRED,,45416306,ftp.sra.ebi.ac.uk/vol1/fastq/SRR256/006/SRR2565886/SRR2565886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR256/006/SRR2565886/SRR2565886_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR256/006/SRR2565886
SAMEA1903691,ERR294486,6239,Caenorhabditis elegans,Illumina HiSeq 2000,PAIRED,439.0,25187453,ftp.sra.ebi.ac.uk/vol1/fastq/ERR294/ERR294486/ERR294486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR294/ERR294486/ERR294486_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR294/ERR294486
SAMEA5058381,ERR3448673,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,460.0,18302244,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3448673/ERR3448673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3448673/ERR3448673_2.fastq.gz;,
SAMN11130100,SRR8740925,4530,Oryza sativa,HiSeq X Ten,PAIRED,,23483843,ftp.sra.ebi.ac.uk/vol1/fastq/SRR874/005/SRR8740925/SRR8740925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR874/005/SRR8740925/SRR8740925_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR874/005/SRR8740925
SAMEA5202333,ERR3021113,10090,Mus musculus,Illumina HiSeq 2500,SINGLE,,27914647,ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/003/ERR3021113/ERR3021113.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR302/003/ERR3021113
SAMEA4821852,ERR3654905,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,545.0,34950186,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/005/ERR3654905/ERR3654905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/005/ERR3654905/ERR3654905_2.fastq.gz;,
SAMN02252750,SRR7516524,6669,Daphnia pulex,Illumina Genome Analyzer II,PAIRED,,17005703,ftp.sra.ebi.ac.uk/vol1/fastq/SRR751/004/SRR7516524/SRR7516524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR751/004/SRR7516524/SRR7516524_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR751/004/SRR7516524
SAMEA3904490,ERR1333268,4513,Hordeum vulgare,Illumina HiSeq 2000,PAIRED,350.0,16731330,ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR1333268/ERR1333268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR1333268/ERR1333268_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR133/008/ERR1333268
SAMN12783550,SRR10143624,1049056,Panopea generosa,Illumina HiSeq 2500,PAIRED,,36712077,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/024/SRR10143624/SRR10143624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/024/SRR10143624/SRR10143624_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/024/SRR10143624
SAMN06843926,SRR5484847,3821,Cajanus cajan,Illumina HiSeq 2000,PAIRED,,38155649,ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/007/SRR5484847/SRR5484847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/007/SRR5484847/SRR5484847_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR548/007/SRR5484847
SAMN02943695,SRR1801417,39947,Oryza sativa Japonica Group,Illumina HiSeq 2000,PAIRED,730.0,46863235,ftp.sra.ebi.ac.uk/vol1/fastq/SRR180/007/SRR1801417/SRR1801417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR180/007/SRR1801417/SRR1801417_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR180/007/SRR1801417
SAMD00086077,DRR099405,70779,Acropora digitifera,Illumina HiSeq 2000,PAIRED,500.0,20314070,ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099405/DRR099405.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099405/DRR099405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099405/DRR099405_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/drr/DRR099/DRR099405
SAMEA103944292,ERR2364893,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,456.0,24666830,ftp.sra.ebi.ac.uk/vol1/fastq/ERR236/003/ERR2364893/ERR2364893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR236/003/ERR2364893/ERR2364893_2.fastq.gz;,
SAMEA2676976,ERR718105,10090,Mus musculus,Illumina HiSeq 2000,PAIRED,574.0,14102826,ftp.sra.ebi.ac.uk/vol1/fastq/ERR718/ERR718105/ERR718105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR718/ERR718105/ERR718105_2.fastq.gz;,
SAMN08567280,SRR6750112,3702,Arabidopsis thaliana,Illumina HiSeq 4000,PAIRED,,17587441,ftp.sra.ebi.ac.uk/vol1/fastq/SRR675/002/SRR6750112/SRR6750112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR675/002/SRR6750112/SRR6750112_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR675/002/SRR6750112
SAMEA3485367,ERR1138883,5855,Plasmodium vivax,Illumina HiSeq 2000,PAIRED,246.0,16802172,ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/003/ERR1138883/ERR1138883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR113/003/ERR1138883/ERR1138883_2.fastq.gz;,
SAMN07452802,SRR5903035,3847,Glycine max,Illumina HiSeq 2500,PAIRED,,24996167,ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/005/SRR5903035/SRR5903035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/005/SRR5903035/SRR5903035_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR590/005/SRR5903035
SAMEA103917332,ERR2364333,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,445.0,20904988,ftp.sra.ebi.ac.uk/vol1/fastq/ERR236/003/ERR2364333/ERR2364333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR236/003/ERR2364333/ERR2364333_2.fastq.gz;,
SAMN12272247,SRR9690702,408170,human gut metagenome,Illumina HiSeq 4000,PAIRED,,22605106,ftp.sra.ebi.ac.uk/vol1/fastq/SRR969/002/SRR9690702/SRR9690702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR969/002/SRR9690702/SRR9690702_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR969/002/SRR9690702
SAMN05520106,SRR4009305,9606,Homo sapiens,Illumina HiSeq 1000,PAIRED,,21109699,ftp.sra.ebi.ac.uk/vol1/fastq/SRR400/005/SRR4009305/SRR4009305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR400/005/SRR4009305/SRR4009305_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR400/005/SRR4009305
SAMN02299339,SRR1542423,3880,Medicago truncatula,Illumina HiSeq 2000,PAIRED,360.0,29663436,ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/003/SRR1542423/SRR1542423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/003/SRR1542423/SRR1542423_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR154/003/SRR1542423
SAMEA676108,ERR018243,9305,Sarcophilus harrisii,Illumina Genome Analyzer II,PAIRED,250.0,15720846,ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018243/ERR018243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018243/ERR018243_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR018/ERR018243/col/Y/data
SAMN06328411,SRR5459193,5478,[Candida] glabrata,Illumina Genome Analyzer IIx,PAIRED,,11657704,ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/003/SRR5459193/SRR5459193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/003/SRR5459193/SRR5459193_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR545/003/SRR5459193
SAMN03651784,SRR2069766,7227,Drosophila melanogaster,Illumina HiSeq 2500,PAIRED,,19681605,ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/006/SRR2069766/SRR2069766.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/006/SRR2069766/SRR2069766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/006/SRR2069766/SRR2069766_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR206/006/SRR2069766
SAMN12791790,SRR10187726,3656,Cucumis melo,HiSeq X Ten,PAIRED,,10810035,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/026/SRR10187726/SRR10187726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/026/SRR10187726/SRR10187726_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/026/SRR10187726
SAMN13481946,SRR10691491,9544,Macaca mulatta,Illumina NovaSeq 6000,PAIRED,308.0,43907295,ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/091/SRR10691491/SRR10691491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/091/SRR10691491/SRR10691491_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR106/091/SRR10691491
SAMN05930646,SRR4781616,8078,Fundulus heteroclitus,Illumina HiSeq 2500,PAIRED,,22153577,ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4781616/SRR4781616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4781616/SRR4781616_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR478/006/SRR4781616
SAMN07229996,SRR7767900,2013060,Lecanicillium sp. LEC01,Illumina HiSeq 1000,PAIRED,,19464300,ftp.sra.ebi.ac.uk/vol1/fastq/SRR776/000/SRR7767900/SRR7767900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR776/000/SRR7767900/SRR7767900_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR776/000/SRR7767900
SAMEA4385947,ERR2496860,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,442.0,27330742,ftp.sra.ebi.ac.uk/vol1/fastq/ERR249/000/ERR2496860/ERR2496860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR249/000/ERR2496860/ERR2496860_2.fastq.gz;,
SAMEA103958041,ERR2144488,10090,Mus musculus,HiSeq X Ten,PAIRED,447.0,23985856,ftp.sra.ebi.ac.uk/vol1/fastq/ERR214/008/ERR2144488/ERR2144488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR214/008/ERR2144488/ERR2144488_2.fastq.gz;,
SAMN08046019,SRR6323055,7274,Drosophila serrata,Illumina HiSeq 2000,PAIRED,,19803683,ftp.sra.ebi.ac.uk/vol1/fastq/SRR632/005/SRR6323055/SRR6323055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR632/005/SRR6323055/SRR6323055_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR632/005/SRR6323055
SAMEA104296201,ERR2496450,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,549.0,16293784,ftp.sra.ebi.ac.uk/vol1/fastq/ERR249/000/ERR2496450/ERR2496450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR249/000/ERR2496450/ERR2496450_2.fastq.gz;,
SAMN07209604,SRR5725778,4577,Zea mays,HiSeq X Ten,PAIRED,,15235077,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/008/SRR5725778/SRR5725778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/008/SRR5725778/SRR5725778_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR572/008/SRR5725778
SAMEA6086747,ERR3608424,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,488.0,34134316,ftp.sra.ebi.ac.uk/vol1/fastq/ERR360/004/ERR3608424/ERR3608424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR360/004/ERR3608424/ERR3608424_2.fastq.gz;,
SAMN00017615,SRR061602,867904,Methanomethylovorans hollandica DSM 15978,Illumina Genome Analyzer II,PAIRED,,18264308,ftp.sra.ebi.ac.uk/vol1/fastq/SRR061/SRR061602/SRR061602.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR061/SRR061602
