sample_accession,run_accession,tax_id,scientific_name,instrument_model,library_layout,read_count,fastq_ftp,sra_ftp
SAMN00260146,SRR189242,7227,Drosophila melanogaster,Illumina Genome Analyzer IIx,PAIRED,30137419,ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/SRR189242/SRR189242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR189/SRR189242/SRR189242_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR189/SRR189242
SAMN12643152,SRR10026116,197,Campylobacter jejuni,Illumina HiSeq 2500,PAIRED,868808,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/016/SRR10026116/SRR10026116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/016/SRR10026116/SRR10026116_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/016/SRR10026116
SAMN07948922,SRR6242499,90897,Cicer echinospermum,Illumina HiSeq 4000,PAIRED,4789363,ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/009/SRR6242499/SRR6242499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/009/SRR6242499/SRR6242499_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR624/009/SRR6242499
SAMN09406682,SRR7309008,1496,Clostridioides difficile,Illumina HiSeq 2500,PAIRED,3351725,ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/008/SRR7309008/SRR7309008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR730/008/SRR7309008/SRR7309008_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR730/008/SRR7309008
SAMN07762385,SRR6170687,413997,Escherichia coli B str. REL606,Illumina HiSeq 2500,PAIRED,1589680,ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/007/SRR6170687/SRR6170687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR617/007/SRR6170687/SRR6170687_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR617/007/SRR6170687
SAMEA3662543,ERR1681266,4932,Saccharomyces cerevisiae,HiSeq X Ten,PAIRED,9509796,ftp.sra.ebi.ac.uk/vol1/fastq/ERR168/006/ERR1681266/ERR1681266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR168/006/ERR1681266/ERR1681266_2.fastq.gz;,
SAMN10589354,SRR8306513,197,Campylobacter jejuni,Illumina MiSeq,PAIRED,295847,ftp.sra.ebi.ac.uk/vol1/fastq/SRR830/003/SRR8306513/SRR8306513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR830/003/SRR8306513/SRR8306513_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR830/003/SRR8306513
SAMN02199286,SRR896388,154336,uncultured Colwellia sp.,Illumina HiSeq 2000,PAIRED,10097704,ftp.sra.ebi.ac.uk/vol1/fastq/SRR896/SRR896388/SRR896388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR896/SRR896388/SRR896388_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR896/SRR896388
SAMEA6124275,ERR3623145,485,Neisseria gonorrhoeae,Illumina MiSeq,PAIRED,521469,ftp.sra.ebi.ac.uk/vol1/fastq/ERR362/005/ERR3623145/ERR3623145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR362/005/ERR3623145/ERR3623145_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR362/005/ERR3623145
SAMN10092230,SRR7876457,28901,Salmonella enterica,Illumina MiSeq,PAIRED,750653,ftp.sra.ebi.ac.uk/vol1/fastq/SRR787/007/SRR7876457/SRR7876457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR787/007/SRR7876457/SRR7876457_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR787/007/SRR7876457
SAMN04487142,SRR3170261,470,Acinetobacter baumannii,Illumina MiSeq,PAIRED,876011,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3170261/SRR3170261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3170261/SRR3170261_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR317/001/SRR3170261
SAMN02183777,SRR871712,4558,Sorghum bicolor,Illumina HiSeq 2000,SINGLE,2073801,ftp.sra.ebi.ac.uk/vol1/fastq/SRR871/SRR871712/SRR871712.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR871/SRR871712
SAMN04868316,SRR5415151,1280,Staphylococcus aureus,Illumina MiSeq,PAIRED,1248739,ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/001/SRR5415151/SRR5415151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/001/SRR5415151/SRR5415151_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR541/001/SRR5415151
SAMEA5054902,ERR3504010,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,23785098,ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/000/ERR3504010/ERR3504010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/000/ERR3504010/ERR3504010_2.fastq.gz;,
SAMN09218670,SRR7175771,1313,Streptococcus pneumoniae,Illumina MiSeq,PAIRED,244317,ftp.sra.ebi.ac.uk/vol1/fastq/SRR717/001/SRR7175771/SRR7175771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR717/001/SRR7175771/SRR7175771_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR717/001/SRR7175771
SAMN03479157,SRR1969063,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Illumina HiSeq 2500,PAIRED,1435537,ftp.sra.ebi.ac.uk/vol1/fastq/SRR196/003/SRR1969063/SRR1969063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR196/003/SRR1969063/SRR1969063_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR196/003/SRR1969063
SAMN09214657,SRR7172540,108619,Salmonella enterica subsp. enterica serovar Newport,Illumina HiSeq 2500,PAIRED,1368432,ftp.sra.ebi.ac.uk/vol1/fastq/SRR717/000/SRR7172540/SRR7172540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR717/000/SRR7172540/SRR7172540_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR717/000/SRR7172540
SAMN00006467,ERR1565821,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,334084,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1565821/ERR1565821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1565821/ERR1565821_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR156/001/ERR1565821
SAMN04498081,SRR3203370,3711,Brassica rapa,Illumina HiSeq 2000,PAIRED,7080490,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3203370/SRR3203370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3203370/SRR3203370_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR320/000/SRR3203370
SAMEA5312781,ERR3418622,287,Pseudomonas aeruginosa,Illumina MiSeq,PAIRED,333229,ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3418622/ERR3418622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3418622/ERR3418622_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR341/002/ERR3418622
SAMN05172170,SRR3594980,10090,Mus musculus,Illumina HiSeq 2000,SINGLE,7153990,ftp.sra.ebi.ac.uk/vol1/fastq/SRR359/000/SRR3594980/SRR3594980.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR359/000/SRR3594980
SAMN00011637,SRR040326,8839,Anas platyrhynchos,Illumina Genome Analyzer,PAIRED,8873614,ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040326/SRR040326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040326/SRR040326_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR040/SRR040326
SAMN00800909,ERR243476,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,2024387,ftp.sra.ebi.ac.uk/vol1/fastq/ERR243/ERR243476/ERR243476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR243/ERR243476/ERR243476_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR243/ERR243476
SAMEA1068987,ERR2917616,5833,Plasmodium falciparum,Illumina MiSeq,PAIRED,41988,ftp.sra.ebi.ac.uk/vol1/fastq/ERR291/006/ERR2917616/ERR2917616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR291/006/ERR2917616/ERR2917616_2.fastq.gz;,
SAMN06328719,SRR5251349,1280,Staphylococcus aureus,Illumina HiSeq 2000,PAIRED,1110942,ftp.sra.ebi.ac.uk/vol1/fastq/SRR525/009/SRR5251349/SRR5251349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR525/009/SRR5251349/SRR5251349_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR525/009/SRR5251349
SAMN01096713,ERR205143,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,22973512,ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205143/ERR205143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205143/ERR205143_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR205/ERR205143
SAMEA2341294,ERR501506,1313,Streptococcus pneumoniae,Illumina HiSeq 2000,PAIRED,4229624,ftp.sra.ebi.ac.uk/vol1/fastq/ERR501/ERR501506/ERR501506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR501/ERR501506/ERR501506_2.fastq.gz;,
SAMN00006465,ERR1317918,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,672764,ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/008/ERR1317918/ERR1317918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/008/ERR1317918/ERR1317918_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR131/008/ERR1317918
SAMN03975951,SRR2154215,573,Klebsiella pneumoniae,Illumina MiSeq,PAIRED,100781,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2154215/SRR2154215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2154215/SRR2154215_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR215/005/SRR2154215
SAMEA5365657,ERR3178660,1070528,viral metagenome,Illumina HiSeq 2500,PAIRED,881010,ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/000/ERR3178660/ERR3178660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/000/ERR3178660/ERR3178660_2.fastq.gz;,
SAMN09504459,SRR7444222,59201,Salmonella enterica subsp. enterica,Illumina HiSeq 2500,PAIRED,836268,ftp.sra.ebi.ac.uk/vol1/fastq/SRR744/002/SRR7444222/SRR7444222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR744/002/SRR7444222/SRR7444222_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR744/002/SRR7444222
SAMEA104590309,ERR2303469,573,Klebsiella pneumoniae,Illumina HiSeq 4000,PAIRED,1705231,ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/009/ERR2303469/ERR2303469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/009/ERR2303469/ERR2303469_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR230/009/ERR2303469
SAMEA6533400,ERR3894056,485,Neisseria gonorrhoeae,Illumina MiSeq,PAIRED,495471,ftp.sra.ebi.ac.uk/vol1/fastq/ERR389/006/ERR3894056/ERR3894056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR389/006/ERR3894056/ERR3894056_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR389/006/ERR3894056
SAMN03262760,SRR1799996,562,Escherichia coli,Illumina HiSeq 2000,PAIRED,2630667,ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/006/SRR1799996/SRR1799996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/006/SRR1799996/SRR1799996_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR179/006/SRR1799996
SAMEA6058389,ERR3581723,59201,Salmonella enterica subsp. enterica,Illumina MiSeq,PAIRED,1201149,ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3581723/ERR3581723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3581723/ERR3581723_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR358/003/ERR3581723
SAMEA104141794,ERR2352085,1313,Streptococcus pneumoniae,HiSeq X Ten,PAIRED,2316082,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/005/ERR2352085/ERR2352085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/005/ERR2352085/ERR2352085_2.fastq.gz;,
SAMEA1072229,ERR2783300,4932,Saccharomyces cerevisiae,Illumina HiSeq 4000,PAIRED,1725786,ftp.sra.ebi.ac.uk/vol1/fastq/ERR278/000/ERR2783300/ERR2783300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR278/000/ERR2783300/ERR2783300_2.fastq.gz;,
SAMEA1462793,ERR119017,1280,Staphylococcus aureus,Illumina HiSeq 2000,PAIRED,2552591,ftp.sra.ebi.ac.uk/vol1/fastq/ERR119/ERR119017/ERR119017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR119/ERR119017/ERR119017_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR119/ERR119017
SAMN00012621,SRR492225,3702,Arabidopsis thaliana,Illumina HiSeq 2000,PAIRED,33098128,ftp.sra.ebi.ac.uk/vol1/fastq/SRR492/SRR492225/SRR492225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR492/SRR492225/SRR492225_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR492/SRR492225
SAMEA4762949,ERR2918166,5833,Plasmodium falciparum,Illumina MiSeq,PAIRED,56,ftp.sra.ebi.ac.uk/vol1/fastq/ERR291/006/ERR2918166/ERR2918166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR291/006/ERR2918166/ERR2918166_2.fastq.gz;,
SAMEA3689771,ERR1161443,487,Neisseria meningitidis,Illumina HiSeq 2500,PAIRED,1099008,ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1161443/ERR1161443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1161443/ERR1161443_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR116/003/ERR1161443
SAMN06248316,SRR5194247,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Illumina HiSeq 2500,PAIRED,1392764,ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/007/SRR5194247/SRR5194247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/007/SRR5194247/SRR5194247_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR519/007/SRR5194247
SAMN06015151,SRR5018252,562,Escherichia coli,Illumina HiSeq 2500,PAIRED,1908177,ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/002/SRR5018252/SRR5018252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/002/SRR5018252/SRR5018252_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR501/002/SRR5018252
SAMEA3557130,ERR1408883,4932,Saccharomyces cerevisiae,HiSeq X Ten,PAIRED,7766152,ftp.sra.ebi.ac.uk/vol1/fastq/ERR140/003/ERR1408883/ERR1408883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR140/003/ERR1408883/ERR1408883_2.fastq.gz;,
SAMEA2567897,ERR614858,4530,Oryza sativa,Illumina HiSeq 2000,PAIRED,4886500,ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/ERR614858/ERR614858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/ERR614858/ERR614858_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR614/ERR614858
SAMEA2536729,ERR600851,32644,unidentified,Illumina MiSeq,PAIRED,65292,ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/ERR600851/ERR600851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/ERR600851/ERR600851_2.fastq.gz;,
SAMN12774014,SRR10991877,573,Klebsiella pneumoniae,Illumina HiSeq 2000,SINGLE,2047805,ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/077/SRR10991877/SRR10991877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/077/SRR10991877/SRR10991877_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR109/077/SRR10991877
SAMN00801682,ERR000592,9606,Homo sapiens,Illumina Genome Analyzer II,PAIRED,11743000,ftp.sra.ebi.ac.uk/vol1/fastq/ERR000/ERR000592/ERR000592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR000/ERR000592/ERR000592_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR000/ERR000592/md5
SAMN10925995,SRR8571633,562,Escherichia coli,Illumina MiSeq,PAIRED,848365,ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/003/SRR8571633/SRR8571633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/003/SRR8571633/SRR8571633_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR857/003/SRR8571633
SAMN08719766,SRR6968019,28901,Salmonella enterica,Illumina MiSeq,PAIRED,272325,ftp.sra.ebi.ac.uk/vol1/fastq/SRR696/009/SRR6968019/SRR6968019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR696/009/SRR6968019/SRR6968019_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR696/009/SRR6968019
SAMN11031578,SRR8648350,59201,Salmonella enterica subsp. enterica,Illumina HiSeq 2500,PAIRED,1865027,ftp.sra.ebi.ac.uk/vol1/fastq/SRR864/000/SRR8648350/SRR8648350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR864/000/SRR8648350/SRR8648350_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR864/000/SRR8648350
SAMEA104412092,ERR2245915,9606,Homo sapiens,Illumina HiSeq 2500,SINGLE,4702881,ftp.sra.ebi.ac.uk/vol1/fastq/ERR224/005/ERR2245915/ERR2245915.fastq.gz,
SAMEA3949871,ERR1391890,9606,Homo sapiens,Illumina HiSeq 2500,SINGLE,851504,ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/000/ERR1391890/ERR1391890.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR139/000/ERR1391890
